ask,bid,due,emittent,ratio,strike,wkn,wkn_link
0.92,0.9,16.12.2019,CITI,1.0,14.1,CQ40DX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ40DX
0.078,0.068,16.09.2019,CITI,0.1,14.1,CQ407T,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ407T
0.9,0.88,16.12.2019,CITI,1.0,14.2,CQ40DY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ40DY
0.092,0.082,16.12.2019,CITI,0.1,14.1,CQ40DW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ40DW
0.78,0.76,16.09.2019,CITI,1.0,14.1,CQ407S,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ407S
0.065,0.055,17.06.2019,CITI,0.1,14.1,CQ406X,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ406X
0.48,0.46,13.03.2019,Société Générale S.A.,1.0,14.1,SC2EVE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC2EVE
0.49,0.47,11.03.2019,CITI,1.0,14.1,CQ4V9L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V9L
0.34,0.32,19.12.2018,Société Générale S.A.,1.0,14.1,SC42Y6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC42Y6
0.62,0.6,19.06.2019,Société Générale S.A.,1.0,14.1,SC30X1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30X1
0.75,0.73,18.09.2019,Société Générale S.A.,1.0,14.1,SC64ST,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64ST
0.038,0.028,17.12.2018,CITI,0.1,14.1,CQ4V90,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V90
0.86,0.85,18.12.2019,HypoVereinsbank/UniCredit,1.0,14.0,HW4HA5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HA5
0.37,0.36,11.02.2019,UBS,1.0,14.2,UV44XU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV44XU
0.043,0.033,14.01.2019,UBS,0.1,13.8,UV6NMC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6NMC
0.042,0.032,17.12.2018,CITI,0.1,13.8,CQ43Q1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q1
0.52,0.51,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.8,HW9UTH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9UTH
0.055,0.045,11.03.2019,CITI,0.1,13.8,CQ5WYC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WYC
0.39,0.38,14.01.2019,UBS,1.0,13.8,UV44XR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV44XR
0.05,0.04,11.03.2019,CITI,0.1,14.1,CQ4V9K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V9K
0.54,0.52,11.03.2019,CITI,1.0,13.8,CQ5WYB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WYB
0.34,0.32,17.12.2018,CITI,1.0,14.1,CQ4V8Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V8Z
0.091,0.075,18.09.2019,HSBC,0.1,14.0,TD9P4N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD9P4N
0.4,0.38,19.12.2018,Société Générale S.A.,1.1204,14.01,SE9LY4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SE9LY4
0.098,0.082,18.12.2019,HSBC,0.1,14.0,TD8Y8F,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Y8F
0.068,0.063,21.06.2019,Goldman Sachs,0.1,14.0,GD6SME,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SME
0.1,0.09,20.12.2019,Commerzbank AG,0.1,14.0,CV2VVT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV2VVT
0.81,0.79,18.09.2019,Société Générale S.A.,1.0,13.8,SC64SR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SR
0.36,0.35,19.12.2018,HypoVereinsbank/UniCredit,1.0,14.0,HW49TC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW49TC
0.66,0.65,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.8,HW73EU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73EU
0.38,0.36,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.8,HW4BPH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4BPH
0.54,0.52,13.03.2019,Société Générale S.A.,1.0,13.8,SC3XTJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3XTJ
0.054,0.044,11.03.2019,UBS,0.1,13.8,UV6GFE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GFE
0.033,0.023,12.11.2018,UBS,0.1,13.8,UV0ZBD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0ZBD
0.056,0.046,11.03.2019,CITI,0.1,13.75,CQ4V9D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V9D
0.028,0.018,15.10.2018,UBS,0.1,13.8,UV0XDU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0XDU
0.39,0.37,19.12.2018,Société Générale S.A.,1.0,13.8,SC42Y4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC42Y4
0.086,0.076,16.09.2019,CITI,0.1,13.75,CQ407M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ407M
0.6,0.47,13.03.2019,Deutsche Bank,1.0,14.0,DM8VZK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DM8VZK
0.057,0.047,15.03.2019,Commerzbank AG,0.1,14.0,CV2VVR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV2VVR
0.53,0.52,15.03.2019,DZ Bank AG,1.0,13.75,DD5TTZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5TTZ
0.39,0.38,21.12.2018,DZ Bank AG,1.0,13.75,DD4FNK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD4FNK
0.55,0.53,11.03.2019,CITI,1.0,13.75,CQ4V9E,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ4V9E
0.39,0.37,17.12.2018,CITI,1.0,13.75,CY8M26,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M26
0.1,0.09,16.12.2019,CITI,0.1,13.75,CQ0HZG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZG
0.037,0.027,14.01.2019,UBS,0.1,14.2,UV6GF5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GF5
0.072,0.062,17.06.2019,CITI,0.1,13.75,CY8M2N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2N
0.68,0.66,19.06.2019,Société Générale S.A.,1.0,13.8,SC30Z8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z8
1.0,0.98,16.12.2019,CITI,1.0,13.75,CQ0HZH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ0HZH
0.14,0.12,18.03.2020,HSBC,0.1,13.0,TR2HVW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HVW
0.71,0.67,15.03.2019,BNP Paribas,1.0,13.0,PP56DP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP56DP
0.17,0.15,16.12.2020,HSBC,0.1,13.0,TR2HW0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HW0
1.23,1.15,16.12.2019,CITI,1.0,13.0,CQ43T3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T3
0.12,0.11,16.12.2019,CITI,0.1,13.0,CQ43T2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43T2
0.16,0.13,15.12.2021,HSBC,0.1,14.0,TD8Y8J,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD8Y8J
0.55,0.51,21.12.2018,BNP Paribas,1.0,13.0,PR5K41,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PR5K41
0.72,0.7,17.06.2019,CITI,1.0,13.75,CY8M2P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2P
0.043,0.033,17.12.2018,CITI,0.1,13.75,CY8M27,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M27
0.86,0.82,19.06.2019,Morgan Stanley & Co. International plc,1.0,13.0,MF48H4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF48H4
0.084,0.074,13.05.2019,UBS,0.1,13.0,UV6Q0M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6Q0M
0.048,0.038,12.11.2018,UBS,0.1,13.0,UV51UW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51UW
1.24,1.23,20.03.2020,DZ Bank AG,1.0,13.0,DD5W46,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD5W46
0.066,0.056,11.02.2019,UBS,0.1,13.0,UV6FHR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6FHR
0.77,0.75,18.09.2019,Société Générale S.A.,1.0,14.0,SC6M5W,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5W
0.78,0.69,13.03.2019,Deutsche Bank,1.0,13.0,DS1Y6A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DS1Y6A
0.072,0.062,11.03.2019,UBS,0.1,13.0,UV6SS1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SS1
1.05,1.03,16.09.2019,CITI,1.0,13.0,CQ43SD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SD
0.7,0.69,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.0,HW9Z4J,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4J
0.044,0.034,17.12.2018,CITI,0.1,13.7,CQ43Q0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q0
0.0,0.15,14.12.2020,UBS,0.1,13.0,UW96SG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW96SG
0.73,0.71,11.03.2019,CITI,1.0,13.0,CQ43QF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43QF
0.41,0.39,19.12.2018,Société Générale S.A.,1.0,13.7,SC42Y3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC42Y3
1.02,1.0,18.12.2019,Société Générale S.A.,1.0,13.7,SC97W6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W6
0.86,0.84,16.09.2019,CITI,1.0,13.75,CQ407L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ407L
0.83,0.81,18.09.2019,Société Générale S.A.,1.0,13.7,SC64SQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SQ
0.56,0.54,13.03.2019,Société Générale S.A.,1.0,13.7,SC3XTH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3XTH
1.04,1.02,18.12.2019,Société Générale S.A.,1.0,13.6,SC97W5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97W5
0.42,0.4,17.12.2018,CITI,1.0,13.6,CQ43PY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PY
0.59,0.57,11.03.2019,CITI,1.0,13.6,CQ5WX8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX8
0.045,0.035,17.12.2018,CITI,0.1,13.6,CQ43PX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PX
0.71,0.69,19.06.2019,Société Générale S.A.,1.0,13.7,SC30Z7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z7
0.96,0.94,18.12.2019,HypoVereinsbank/UniCredit,1.0,13.6,HW9UUS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9UUS
0.059,0.049,11.03.2019,CITI,0.1,13.6,CQ5WX7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX7
0.56,0.54,11.03.2019,CITI,1.0,13.7,CQ5WYA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WYA
0.047,0.037,14.01.2019,UBS,0.1,13.6,UV6GET,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GET
0.058,0.048,11.03.2019,UBS,0.1,13.6,UV6NMJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6NMJ
0.86,0.84,18.09.2019,Société Générale S.A.,1.0,13.6,SC64SP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC64SP
0.73,0.71,19.06.2019,Société Générale S.A.,1.0,13.6,SC30Z6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30Z6
0.42,0.4,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.6,HW4BPG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4BPG
0.042,0.032,15.10.2018,UBS,0.1,13.0,UV56KH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV56KH
0.58,0.56,13.03.2019,Société Générale S.A.,1.0,13.6,SC3XTG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC3XTG
0.43,0.41,19.12.2018,Société Générale S.A.,1.0,13.6,SC42Y2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC42Y2
0.71,0.69,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.6,HW73ET,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73ET
0.052,0.042,11.02.2019,UBS,0.1,13.6,UV6SRR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRR
0.031,0.021,15.10.2018,UBS,0.1,13.6,UV0ZNJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV0ZNJ
0.92,0.9,16.09.2019,CITI,1.0,13.5,CQ43SH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43SH
0.043,0.033,17.12.2018,UBS,0.1,13.6,UW8UND,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW8UND
0.75,0.73,13.03.2019,Société Générale S.A.,1.0,12.9,SC6M5R,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5R
0.56,0.54,13.03.2019,HypoVereinsbank/UniCredit,1.0,13.6,HW9Z4M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4M
0.046,0.036,15.10.2018,UBS,0.1,12.8,UV6ABY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6ABY
0.053,0.043,12.11.2018,UBS,0.1,12.8,UV51V8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51V8
0.065,0.055,14.01.2019,UBS,0.1,12.8,UV6GF9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GF9
0.077,0.067,11.03.2019,UBS,0.1,12.8,UV6KL4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KL4
0.036,0.026,12.11.2018,UBS,0.1,13.6,UV06QR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV06QR
0.76,0.74,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.8,HW9Z4H,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9Z4H
0.071,0.061,11.02.2019,UBS,0.1,12.8,UV6HKJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6HKJ
0.59,0.57,19.12.2018,Société Générale S.A.,1.0,12.9,SC6M5N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5N
0.06,0.05,14.01.2019,UBS,0.1,13.0,UV6LM3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6LM3
1.27,1.25,18.12.2019,Société Générale S.A.,1.0,12.8,SC97WX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WX
0.97,0.96,20.12.2019,DZ Bank AG,1.0,13.5,DD4J08,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD4J08
1.17,1.15,18.12.2019,HypoVereinsbank/UniCredit,1.0,12.8,HW9ZA6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW9ZA6
0.079,0.069,11.03.2019,CITI,0.1,12.8,CQ5WXW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXW
0.79,0.77,11.03.2019,CITI,1.0,12.8,CQ5WXV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXV
0.59,0.58,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.8,HW4DG9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4DG9
0.91,0.89,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.8,HW84HQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW84HQ
0.6,0.58,17.12.2018,CITI,1.0,12.8,CQ43PL,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PL
0.06,0.05,17.12.2018,UBS,0.1,12.8,UX3G78,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3G78
0.55,0.53,19.12.2018,HypoVereinsbank/UniCredit,1.0,13.0,HW4DGA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4DGA
0.092,0.087,21.06.2019,Goldman Sachs,0.1,13.0,GD6SM8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SM8
0.88,0.86,19.06.2019,Société Générale S.A.,1.0,13.0,SC5DDH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDH
0.61,0.59,19.12.2018,Société Générale S.A.,1.0,12.8,SC6M5M,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5M
0.063,0.053,17.12.2018,CITI,0.1,12.8,CQ43PK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PK
0.88,0.84,21.06.2019,BNP Paribas,1.0,13.0,PP1GQ2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQ2
0.91,0.89,17.06.2019,CITI,1.0,13.0,CY8M2G,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2G
0.0,0.0,15.06.2020,UBS,0.1,13.0,UX24XC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX24XC
0.55,0.51,18.12.2018,BNP Paribas,1.0,13.0,PP0BXG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXG
0.91,0.89,19.06.2019,Société Générale S.A.,1.0,12.9,SC97WE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WE
1.08,1.06,18.09.2019,Société Générale S.A.,1.0,12.8,SC97WN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WN
0.55,0.53,17.12.2018,CITI,1.0,13.0,CY8M23,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M23
0.072,0.056,19.12.2018,HSBC,0.1,13.0,TR0C25,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C25
0.85,0.84,21.06.2019,DZ Bank AG,1.0,13.0,DD0KZB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KZB
0.11,0.092,18.09.2019,HSBC,0.1,13.0,TR0C2D,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2D
0.15,0.13,17.06.2020,HSBC,0.1,13.0,TR0C2H,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2H
0.88,0.84,18.06.2019,BNP Paribas,1.0,13.0,PP1GQR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQR
0.058,0.048,17.12.2018,CITI,0.1,13.0,CY8M22,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M22
0.063,0.053,21.12.2018,Commerzbank AG,0.1,13.0,CV35H4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV35H4
0.094,0.084,21.06.2019,Commerzbank AG,0.1,13.0,CV35H6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV35H6
0.057,0.052,21.12.2018,Goldman Sachs,0.1,13.0,GD6SM7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SM7
0.56,0.54,19.12.2018,Société Générale S.A.,1.0,13.0,SC5DDB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDB
0.85,0.84,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.0,HW73EQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73EQ
0.08,0.07,15.03.2019,Commerzbank AG,0.1,13.0,CV35H5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV35H5
0.13,0.11,18.12.2019,HSBC,0.1,13.0,TR0C2G,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2G
0.1,0.088,19.06.2019,HSBC,0.1,13.0,TR0C2A,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2A
0.055,0.045,17.12.2018,UBS,0.1,13.0,UW9703,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW9703
0.54,0.53,21.12.2018,DZ Bank AG,1.0,13.0,DD0KYQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KYQ
0.72,0.7,13.03.2019,Société Générale S.A.,1.0,13.0,SC5DDE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC5DDE
0.98,0.97,20.09.2019,DZ Bank AG,1.0,13.0,DD1552,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1552
0.08,0.06,15.03.2019,DZ Bank AG,0.1,13.0,DGW67U,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DGW67U
0.052,0.042,17.12.2018,CITI,0.1,13.25,CY8M25,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M25
0.083,0.067,13.03.2019,HSBC,0.1,13.0,TR0C27,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C27
0.084,0.074,17.06.2019,CITI,0.1,13.25,CY8M2K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2K
0.067,0.057,11.03.2019,UBS,0.1,13.2,UV6SRP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6SRP
0.94,0.92,19.06.2019,Société Générale S.A.,1.0,12.8,SC97WD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WD
0.038,0.028,15.10.2018,UBS,0.1,13.2,UV54J3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV54J3
0.061,0.051,11.02.2019,UBS,0.1,13.2,UV6P00,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6P00
0.055,0.045,14.01.2019,UBS,0.1,13.2,UV6KKG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6KKG
0.68,0.66,11.03.2019,CITI,1.0,13.2,CQ5WX1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WX1
0.5,0.48,17.12.2018,CITI,1.0,13.2,CQ43PR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PR
0.84,0.82,17.06.2019,CITI,1.0,13.25,CY8M2J,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M2J
0.44,0.4,19.12.2018,Morgan Stanley & Co. International plc,1.0,13.5,MF2YX9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YX9
0.43,0.42,21.12.2018,DZ Bank AG,1.0,13.5,DD0KYR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD0KYR
0.0,0.0,21.06.2019,Raiffeisen Centrobank AG,0.1,13.5,RC0M39,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/RC0M39
0.091,0.075,19.06.2019,HSBC,0.1,13.5,TR0C2B,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2B
0.0,0.11,15.06.2020,UBS,0.1,13.5,UX2KTC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX2KTC
0.076,0.066,17.06.2019,UBS,0.1,13.5,UW9NF2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW9NF2
0.75,0.74,19.06.2019,HypoVereinsbank/UniCredit,1.0,13.4,HW73ES,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW73ES
0.78,0.76,19.06.2019,Société Générale S.A.,1.0,13.4,SC30X0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC30X0
0.047,0.037,17.12.2018,UBS,0.1,13.4,UW83DM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW83DM
