ask,bid,due,emittent,ratio,strike,wkn,wkn_link
1.14,1.12,19.06.2019,Société Générale S.A.,1.0,12.2,SC97V8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V8
0.089,0.079,11.02.2019,UBS,0.1,12.2,UV6GEU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GEU
0.063,0.053,15.10.2018,UBS,0.1,12.2,UV51UX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51UX
0.94,0.92,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.2,HX04S2,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S2
0.11,0.1,10.12.2018,UBS,0.112,11.6,UW10N3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW10N3
0.08,0.07,17.12.2018,CITI,0.1,12.2,CQ43P9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P9
0.084,0.074,17.12.2018,CITI,0.1,12.1,CQ43P7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P7
0.84,0.76,17.12.2018,CITI,1.0,12.1,CQ43P8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P8
0.07,0.06,12.11.2018,UBS,0.1,12.2,UV52VZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV52VZ
0.77,0.75,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.2,HW4HJS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HJS
0.083,0.073,14.01.2019,UBS,0.1,12.2,UV6BMA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6BMA
1.17,1.15,19.06.2019,Société Générale S.A.,1.0,12.1,SC97V7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V7
1.3,1.28,18.09.2019,Société Générale S.A.,1.0,12.1,SC97WG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WG
0.078,0.068,17.12.2018,UBS,0.1,12.2,UX3PBX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3PBX
1.01,0.99,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.0,HX04S1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S1
1.27,1.19,17.06.2019,CITI,1.0,12.0,CQ43RN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43RN
1.51,1.49,18.12.2019,Société Générale S.A.,1.0,12.1,SC97WQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WQ
0.85,0.83,21.12.2018,Vontobel Financial Products GmbH,1.0,12.0,VL86HB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL86HB
0.91,0.87,21.12.2018,Commerzbank AG,1.0,12.0,CV878N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CV878N
1.34,1.32,18.09.2019,Société Générale S.A.,1.0,12.0,SC97WF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WF
1.44,1.42,18.12.2019,Société Générale S.A.,1.0,12.2,SC97WR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WR
1.4,1.32,16.09.2019,CITI,1.0,12.0,CQ43S5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43S5
0.11,0.1,11.03.2019,CITI,0.1,12.0,CQ43Q7,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43Q7
0.19,0.17,17.06.2020,HSBC,0.1,12.0,TR2HVY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR2HVY
0.17,0.15,18.12.2019,HSBC,0.1,12.0,TR25T5,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T5
0.81,0.73,17.12.2018,CITI,1.0,12.2,CQ43PA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PA
1.2,1.16,21.06.2019,BNP Paribas,1.0,12.0,PP1GQ1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQ1
0.086,0.07,19.12.2018,HSBC,0.1,12.5,TR25SS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SS
1.83,1.81,16.12.2020,HypoVereinsbank/UniCredit,1.0,12.0,HW4HAZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HAZ
0.0,0.14,15.06.2020,UBS,0.1,12.5,UX3EDV,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3EDV
0.097,0.087,17.12.2018,CITI,0.1,11.75,CQ43P3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43P3
0.12,0.1,19.06.2019,HSBC,0.1,12.5,TR0C29,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C29
0.68,0.64,18.12.2018,BNP Paribas,1.0,12.5,PP0BXF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXF
1.0,0.99,21.06.2019,DZ Bank AG,1.0,12.5,DD1NCA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1NCA
0.069,0.059,17.12.2018,UBS,0.1,12.5,UX3H7Z,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3H7Z
0.1,0.094,17.06.2019,UBS,0.1,12.5,UX3GVZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3GVZ
1.03,1.01,19.06.2019,HypoVereinsbank/UniCredit,1.0,12.4,HX04MD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MD
0.68,0.67,21.12.2018,DZ Bank AG,1.0,12.5,DD1NB8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1NB8
0.071,0.061,17.12.2018,CITI,0.1,12.5,CY8M21,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M21
0.083,0.073,11.02.2019,UBS,0.1,12.4,UV6GF6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6GF6
0.87,0.86,13.03.2019,HypoVereinsbank/UniCredit,1.0,12.4,HX04S3,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S3
0.089,0.079,11.03.2019,UBS,0.1,12.4,UV6Q0P,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV6Q0P
0.091,0.081,11.03.2019,CITI,0.1,12.4,CQ5WXP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXP
0.94,0.86,11.03.2019,CITI,1.0,12.4,CQ5WXQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXQ
1.14,1.12,20.09.2019,DZ Bank AG,1.0,12.5,DD1551,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1551
0.076,0.066,14.01.2019,UBS,0.1,12.4,UV51V6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV51V6
1.29,1.27,18.12.2019,HypoVereinsbank/UniCredit,1.0,12.4,HX06TF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX06TF
0.72,0.7,17.12.2018,CITI,1.0,12.4,CQ43PE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PE
1.4,1.38,18.12.2019,Société Générale S.A.,1.0,12.4,SC97WT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WT
0.063,0.053,12.11.2018,UBS,0.1,12.4,UV53E9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV53E9
0.072,0.062,17.12.2018,UBS,0.1,12.4,UX3LHT,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3LHT
0.71,0.69,19.12.2018,HypoVereinsbank/UniCredit,1.0,12.4,HW4GFX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4GFX
1.2,1.18,18.09.2019,Société Générale S.A.,1.0,12.4,SC97WK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WK
0.057,0.047,15.10.2018,UBS,0.1,12.4,UV5279,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UV5279
0.077,0.067,17.12.2018,CITI,0.1,12.3,CQ43PB,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PB
0.0,0.16,15.06.2020,UBS,0.1,12.0,UX3MN0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3MN0
0.97,0.89,11.03.2019,CITI,1.0,12.3,CQ5WXN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXN
0.094,0.084,11.03.2019,CITI,0.1,12.3,CQ5WXM,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ5WXM
1.07,1.05,19.06.2019,Société Générale S.A.,1.0,12.4,SC97WA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WA
1.1,1.08,19.06.2019,Société Générale S.A.,1.0,12.3,SC97V9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97V9
0.7,0.68,19.12.2018,Société Générale S.A.,1.0,12.5,SC6M5K,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5K
1.24,1.22,18.09.2019,Société Générale S.A.,1.0,12.3,SC97WJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WJ
0.68,0.66,21.12.2018,Vontobel Financial Products GmbH,1.0,12.5,VL38LR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/VL38LR
0.65,0.63,19.12.2018,Morgan Stanley & Co. International plc,1.0,12.5,MF2YWJ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YWJ
0.85,0.84,15.03.2019,DZ Bank AG,1.0,12.5,DD1NB9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1NB9
1.17,1.15,18.09.2019,Société Générale S.A.,1.0,12.5,SC6M5T,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5T
0.68,0.66,17.12.2018,CITI,1.0,12.5,CY8M20,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CY8M20
0.074,0.064,17.12.2018,CITI,0.1,12.4,CQ43PD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PD
0.1,0.087,13.03.2019,HSBC,0.1,12.5,TR25SX,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SX
0.14,0.12,18.09.2019,HSBC,0.1,12.5,TR0C2C,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR0C2C
0.15,0.13,18.12.2019,HSBC,0.1,12.5,TR25T6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T6
0.079,0.069,17.12.2018,CITI,0.112,12.5,CX4Q2N,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX4Q2N
1.48,1.46,18.12.2019,Société Générale S.A.,1.0,12.3,SC97WS,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC97WS
0.16,0.14,18.12.2019,HSBC,0.112,12.5,TD6JAH,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6JAH
0.0,0.79,19.12.2018,Commerzbank AG,1.1204,12.5,CD76VQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CD76VQ
0.13,0.11,19.06.2019,HSBC,0.112,12.5,TD64RQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD64RQ
0.124,0.119,21.06.2019,Goldman Sachs,0.1,12.0,GD6SM6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD6SM6
1.03,1.01,19.06.2019,Société Générale S.A.,1.0,12.5,SC6M5S,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/SC6M5S
1.31,1.29,20.09.2019,DZ Bank AG,1.0,12.0,DD1550,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1550
0.12,0.11,17.06.2019,UBS,0.1,12.0,UX3FV8,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FV8
1.43,1.41,18.12.2019,HypoVereinsbank/UniCredit,1.0,12.0,HW4HA4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HA4
0.83,0.8,19.12.2018,Morgan Stanley & Co. International plc,1.0,12.0,MF2YW6,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/MF2YW6
1.18,1.16,21.06.2019,DZ Bank AG,1.0,12.0,DD1QTD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1QTD
0.0,0.16,14.12.2020,UBS,0.1,12.5,UW91EK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW91EK
0.0,0.16,14.12.2020,UBS,0.1,12.0,UX3LHU,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3LHU
0.087,0.082,21.12.2018,Goldman Sachs,0.1,12.0,GD7CP1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/GD7CP1
0.12,0.1,13.03.2019,HSBC,0.1,12.0,TR25SW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SW
0.85,0.81,18.12.2018,BNP Paribas,1.0,12.0,PP0BXE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP0BXE
0.2,0.18,16.12.2020,HSBC,0.112,12.5,TD6B06,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6B06
0.14,0.12,19.06.2019,HSBC,0.1,12.0,TR25T1,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25T1
2.12,2.1,15.12.2021,HypoVereinsbank/UniCredit,1.0,12.0,HW4HC0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HW4HC0
0.085,0.075,17.12.2018,UBS,0.1,12.0,UX3FUW,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3FUW
0.13,0.12,16.12.2019,UBS,0.1,12.5,UW955L,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW955L
0.1,0.086,19.12.2018,HSBC,0.1,12.0,TR25SR,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25SR
1.09,1.07,13.03.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX04S0,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S0
0.26,0.24,14.12.2022,HSBC,0.1,12.0,TR25TD,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TR25TD
0.75,0.73,17.12.2018,CITI,1.0,12.3,CQ43PC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CQ43PC
1.24,1.22,19.06.2019,HypoVereinsbank/UniCredit,1.0,11.8,HX04MA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04MA
2.27,2.22,19.12.2018,HSBC,1.1204,9.8176,TD6T97,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/TD6T97
1.03,1.01,15.03.2019,DZ Bank AG,1.0,12.0,DD1QTC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD1QTC
2.36,2.34,20.09.2019,DZ Bank AG,1.0,9.8,DD52EK,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EK
0.91,0.9,19.12.2018,HypoVereinsbank/UniCredit,1.0,11.8,HX04S9,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX04S9
0.22,0.21,17.12.2018,CITI,0.112,9.8176,CX6ZZA,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/CX6ZZA
0.15,0.14,16.12.2019,UBS,0.1,12.0,UX3HXP,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UX3HXP
1.2,1.16,18.06.2019,BNP Paribas,1.0,12.0,PP1GQQ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/PP1GQQ
2.13,2.11,15.03.2019,DZ Bank AG,1.0,9.8,DD52EF,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EF
