ask,bid,due,emittent,ratio,strike,wkn,wkn_link,yr,yr2,yr4
2.38,2.36,20.12.2019,DZ Bank AG,1.0,10.0,DD52EN,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EN,12.379999999999999,14.76,19.52

1.61,1.6,19.12.2018,HypoVereinsbank/UniCredit,1.0,10.4,HX17G4,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17G4,12.01,13.620000000000001,16.84

2.23,2.22,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.2,HX17PZ,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17PZ,12.43,14.66,19.119999999999997

2.02,2.0,15.03.2019,DZ Bank AG,1.0,10.0,DD52EG,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EG,12.02,14.04,18.08

1.86,1.84,21.12.2018,DZ Bank AG,1.0,10.0,DD52EE,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/DD52EE,11.86,13.72,17.44

2.34,2.33,18.12.2019,HypoVereinsbank/UniCredit,1.0,10.0,HX17PY,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/HX17PY,12.34,14.68,19.36

0.19,0.18,10.12.2018,UBS,0.112,10.26,UW16QC,http://zertifikat.finanzen.net/optionsscheine/Auf-Deutsche-Bank-AG/UW16QC,11.956428571428571,13.652857142857142,17.045714285714286

